t,TPU,ret,ret_sq,ret_sq_lag1
42,0.9683669624656166,-0.6937623504143964,0.4813061988525077,0.13316898821096704
43,0.0,-0.5404249396057432,0.2920591153478712,0.4813061988525077
44,0.0,0.47463185235675787,0.2252753952716072,0.2920591153478712
45,-0.31684234404945294,-1.04733331489972,1.096907072498836,0.2252753952716072
46,0.0,-2.499828532900857,6.2491426939052515,1.096907072498836
47,-0.2833805628029427,0.48811048370464144,0.23825184430237903,6.2491426939052515
48,0.36779636164314133,1.8287676310099383,3.344391048229702,0.23825184430237903
49,0.01723290687996612,-0.4265438076749594,0.18193961986585278,3.344391048229702
50,0.9525053882999917,-0.05096190013735914,0.002597115265610166,0.18193961986585278
51,0.0,1.0051573280495145,1.0103412541316394,0.002597115265610166
52,0.0,-0.7983155489570066,0.6373077157065269,1.0103412541316394
53,0.0,0.028416074064726637,0.0008074732652520298,0.6373077157065269
54,0.0,1.089313822904706,1.186604604771265,0.0008074732652520298
55,0.0,-0.26525557589720994,0.0703605205445605,1.186604604771265
56,0.0,-0.939455461934961,0.8825765649594309,0.0703605205445605
57,0.0,0.20133640025280425,0.04053634606675739,0.8825765649594309
58,1.4621965750508237,2.192680175301671,4.8078463511609675,0.04053634606675739
59,0.07615495975817331,-2.7294288927280848,7.449782080458859,4.8078463511609675
60,-0.11459097604877833,0.23920078264289174,0.05721701441697194,7.449782080458859
61,0.8055171920707801,0.5635293713388072,0.3175653523615113,0.05721701441697194
62,0.0,-1.4889712080620474,2.217035258437753,0.3175653523615113
63,-0.1727813038475596,0.429631274950811,0.18458303241585935,2.217035258437753
64,0.0,1.9048379969209186,3.6284077945136977,0.18458303241585935
65,0.0,0.1337730698335085,0.017895234212680744,3.6284077945136977
66,-1.139853228999338,-0.6396934541563313,0.4092077152904583,0.017895234212680744
67,0.0,-0.23959665336086994,0.05740655630172887,0.4092077152904583
68,0.0,0.13667608830283393,0.018680353113764057,0.05740655630172887
69,0.0,0.7615779953496291,0.5800010430007597,0.018680353113764057
70,0.18259110801111972,0.6923140537711852,0.4792987490490915,0.5800010430007597
71,0.0,0.11140714732850157,0.012411552475874455,0.4792987490490915
72,0.0,0.004935008752906763,2.4354311391266367e-05,0.012411552475874455
73,0.0,-0.1865142920614362,0.03478758114317872,2.4354311391266367e-05
74,0.18162154666367128,-0.18289425867784806,0.0334503098573196,0.03478758114317872
75,0.0,-0.0836803910294534,0.007002407842842226,0.0334503098573196
76,0.0,0.5863639764904298,0.34382271292566935,0.007002407842842226
77,0.0,0.09612659608822692,0.009240322475509124,0.34382271292566935
78,0.0,-0.2662852638168277,0.07090784172599754,0.009240322475509124
79,0.7124109678191937,1.4520792238235884,2.108534072260115,0.07090784172599754
80,-0.611311455222795,0.18142125219237357,0.03291367074704881,2.108534072260115
81,0.0,-0.7875821170913249,0.6202855911620534,0.03291367074704881
82,0.0,0.2443106345023796,0.05968768613095532,0.6202855911620534
83,1.6940814298460711,0.7632935767968916,0.5826170843793922,0.05968768613095532
84,0.0,0.7673628493378536,0.5888457425439094,0.5826170843793922
85,0.05444696250131726,-0.0031736267491757415,1.0071906743083786e-05,0.5888457425439094
86,0.0,-0.3026871110487601,0.09161948719504444,1.0071906743083786e-05
87,0.0,0.145125431236401,0.02106139079155136,0.09161948719504444
88,1.4642799522672558,2.6537824280514806,7.042561175434812,0.02106139079155136
89,0.6266840315854858,-0.20598382896804235,0.042429337796335724,7.042561175434812
90,0.0,1.5455256672902964,2.388649588253116,0.042429337796335724
91,0.6295244296824465,-0.5831869016089058,0.34010696220819564,2.388649588253116
92,-0.3434668256623907,0.19601322805342966,0.03842118557192582,0.34010696220819564
93,0.0,-0.23769752445484307,0.05650011313196072,0.03842118557192582
94,-0.1643100660759687,-0.07196652198737159,0.005179180286958839,0.05650011313196072
95,0.0,-0.5204914308711547,0.270911329610302,0.005179180286958839
96,0.0,2.0648325283824644,4.2635333702663205,0.270911329610302
97,0.15485452373620404,0.3649593738487366,0.1331953445600619,4.2635333702663205
98,0.0,0.7442198225376354,0.5538631442579496,0.1331953445600619
99,0.0,-0.08264177056767467,0.0068296622425601805,0.5538631442579496
100,0.65330170594365,0.47800453652033364,0.228488336934019,0.0068296622425601805
101,0.0,0.49122769433632746,0.24130464768298435,0.228488336934019
102,0.004877653699820405,0.1343988934329425,0.018063062555999435,0.24130464768298435
103,0.0,0.8671482820885209,0.751946143129073,0.018063062555999435
104,0.0903761704791148,-1.345699495386299,1.81090713188294,0.751946143129073
105,1.2404772491990028,1.2138462659157647,1.4734227572776455,1.81090713188294
106,0.06395291771807217,-0.795085570106631,0.6321610637917864,1.4734227572776455
107,0.0,0.06895602722453373,0.004754933690590637,0.6321610637917864
108,0.0,0.7802365963621405,0.6087691463027778,0.004754933690590637
109,1.7220032363140947,-1.2845062665184634,1.6499563487252018,0.6087691463027778
110,0.0,0.37890801410924085,0.14357128315620868,1.6499563487252018
111,1.0414679398277356,-0.30020585477912554,0.09012355524366542,0.14357128315620868
112,0.0,0.3912480098946479,0.1530750052465225,0.09012355524366542
113,0.0,1.1241973068413296,1.2638195847092986,0.1530750052465225
114,0.0,-0.8239752992146401,0.6789352937158556,1.2638195847092986
115,0.0,-0.3268015960031016,0.10679928315017444,0.6789352937158556
116,0.0,0.11269236118570791,0.012699568269610047,0.10679928315017444
117,0.0,0.6559144063018018,0.43022370839424506,0.012699568269610047
118,0.0,-1.224507171636381,1.499417813388929,0.43022370839424506
119,0.0,-1.50043389170134,2.2513018633660287,1.499417813388929
120,0.0,-0.23160568547058027,0.05364119354229736,2.2513018633660287
121,0.6924464621964292,1.4098586950131209,1.9877015399041003,0.05364119354229736
122,0.0,1.3109507154005948,1.7185917782093314,1.9877015399041003
123,0.0,1.137657899327582,1.2942654959024469,1.7185917782093314
124,-0.020662094067284902,-1.6360463741708842,2.6766477384376968,1.2942654959024469
125,0.0,0.7563492810975122,0.5720642350167235,2.6766477384376968
126,0.0,0.07423038667947791,0.005510150306584812,0.5720642350167235
127,0.26319788587468257,1.3476450344769064,1.8161471389502624,0.005510150306584812
128,0.0,-1.5790771070557936,2.4934845100276943,1.8161471389502624
129,0.0,-0.17447691033618182,0.03044219224046003,2.4934845100276943
130,0.0,-0.9536748156960227,0.9094956540928429,0.03044219224046003
131,0.0,-0.13504424666309028,0.018236948556801573,0.9094956540928429
132,0.0,0.7913790648868753,0.6262808243412251,0.018236948556801573
133,0.0,-0.41308571135405625,0.17063980492488667,0.6262808243412251
134,0.23929480241670073,-0.20026249671499846,0.04010506759052477,0.17063980492488667
135,0.0,0.5153576692904767,0.2655935272965123,0.04010506759052477
136,0.0,0.56804791298918,0.322678431451363,0.2655935272965123
137,0.0,-0.213820203132018,0.04571907926741744,0.322678431451363
138,0.0,0.09795481816054964,0.009595146400866346,0.04571907926741744
139,0.0,0.21302872929366826,0.04538123950447499,0.009595146400866346
140,-0.3636276608072075,0.6459575151334103,0.41726111135732996,0.04538123950447499
141,0.0,-0.033831534192853695,0.0011445727058422288,0.41726111135732996
142,0.0,-0.22647729479437492,0.0512919650573782,0.0011445727058422288
143,0.0,0.08597409718687965,0.0073915453870990275,0.0512919650573782
144,-1.2639332334098667,-1.2487382082192289,1.5593471126665701,0.0073915453870990275
145,-0.606281908345356,0.36225426982793757,0.1312281560085722,1.5593471126665701
146,0.0,0.6235675808135288,0.3888365278416368,0.1312281560085722
147,0.0,-1.6093954670128472,2.5901537692415006,0.3888365278416368
148,0.826059147595925,0.30611380746687833,0.09370566312186905,2.5901537692415006
149,0.0,-0.8259547943809623,0.6822013223608977,0.09370566312186905
150,-1.6019321789174168,1.1240154557060142,1.2634107446659988,0.6822013223608977
151,0.0,0.2607558492708953,0.06799361292898587,1.2634107446659988
152,-0.6154798101982909,-0.15011772947372723,0.022535332702347154,0.06799361292898587
153,0.0,0.10913946687921727,0.011911423230679764,0.022535332702347154
154,0.0,0.07354183575811088,0.005408401606672956,0.011911423230679764
155,0.0,0.8042891575653754,0.6468810489772213,0.005408401606672956
156,0.0,-0.5942144041749223,0.35309075812895796,0.6468810489772213
157,0.0,0.5700321647902722,0.324936668895484,0.35309075812895796
158,0.0,0.3400448658293964,0.1156305107769322,0.324936668895484
159,0.2826622194735084,0.3866137464452022,0.1494701889403951,0.1156305107769322
160,-0.2927280049067701,0.8828289813801709,0.77938701036475,0.1494701889403951
161,0.0,0.20280859103166932,0.0411313245962509,0.77938701036475
162,0.0,-0.12934140426177793,0.016729198856408663,0.0411313245962509
163,0.0,0.29690101952859016,0.08815021539711627,0.016729198856408663
164,0.0,-1.8176389731645881,3.3038114367668183,0.08815021539711627
165,0.12043234363776159,0.6330005837574934,0.40068973903732735,3.3038114367668183
166,0.0,0.2799610793768025,0.0783782059658243,0.40068973903732735
167,0.0,-0.29302593362898277,0.08586419777913702,0.0783782059658243
168,0.0,0.27387140115818703,0.0750055443723486,0.08586419777913702
169,0.0,0.017208186829025265,0.00029612169394263864,0.0750055443723486
170,0.0,-0.5024681493048802,0.25247424106587135,0.00029612169394263864
171,0.0,-0.303089434997779,0.09186320560727292,0.25247424106587135
172,0.41557951096075707,0.048891048034761346,0.0023903345779373412,0.09186320560727292
173,0.5213678938371507,-0.5111070599093792,0.26123042668920976,0.0023903345779373412
174,0.10788781795127561,2.1143325498438097,4.470402131329026,0.26123042668920976
175,0.0,-0.8255488997845769,0.6815309859355254,4.470402131329026
176,0.3279866162594367,0.3322191727166668,0.11036957872054648,0.6815309859355254
177,0.0,0.0817734345254757,0.00668689459409226,0.11036957872054648
178,-0.06482635877992456,1.21092057364096,1.4663286356669518,0.00668689459409226
179,0.0,0.2994812385711402,0.08968901225610418,1.4663286356669518
180,-0.07619468513180275,0.3401275127358108,0.11568672491984915,0.08968901225610418
181,0.0,0.01594695749534219,0.00025430545335825043,0.11568672491984915
182,0.0,-0.08614357870218468,0.007420716151619487,0.00025430545335825043
183,0.024898263544984398,0.16539154818356652,0.027354364210557005,0.007420716151619487
184,0.0,0.21991106453988926,0.04836087630706734,0.027354364210557005
185,0.0,-0.27668946581121207,0.07655706049089389,0.04836087630706734
186,0.0,0.054146417112762975,0.0029318344861493113,0.07655706049089389
187,0.0,-0.2277626265561003,0.051875814055733604,0.0029318344861493113
188,0.0,-0.8184419398333319,0.6698472088781473,0.051875814055733604
189,0.0,0.609430647612535,0.37140571424943375,0.6698472088781473
190,0.152517529909283,-0.5344874504571379,0.2856768346961714,0.37140571424943375
191,0.0,-1.0852792759614502,1.1778311068314096,0.2856768346961714
192,0.0,-0.41001775142678343,0.16811455648507556,1.1778311068314096
193,0.0,-0.23961701709089556,0.057416314879538535,0.16811455648507556
194,-1.9126421576188863,0.7338415316903626,0.5385233936336574,0.057416314879538535
195,0.0,0.2541459194105694,0.06459014835304364,0.5385233936336574
196,0.0,-0.6076761149946078,0.36927026073493985,0.06459014835304364
197,0.0,-0.41504705591770413,0.17226405862595381,0.36927026073493985
198,0.0,0.518529260166845,0.2688725936491756,0.17226405862595381
199,-0.6993915660153763,-0.5490030523165479,0.30140435145288624,0.2688725936491756
